date,message,user_id
2025-02-02 12:37:54+00:00,"🍁New Xiaomi Redmi Note 13 Pro 5G🍁
☘️AMOLED, 68B colors, 120Hz
☘️Storage 128GB
☘️Ram 8+8(16)GB
☘️Camera 200+8+2mp
☘️Snapdragon 7s Gen2
☘️Under Display Fingerprint 
☘️Battery 5100mah
☘️Exchange Possible

🍁Airpod Pro🍁
☘️Brand New Packed
☘️Designed By Apple In California 
☘️Made In USA
☘️Full Day Battery Life
☘️Best Sound Quality 
☘️2 Pices Available 

🍁Foji Power Bank🍁
☘️Brand New Packed
☘️Larg Capacity 40,000mah 
☘️Super Fast Charger
☘️Quick Charge 3.0
☘️Support Type-C & Micro
☘️Total Output 3A

🍁Xiaomi Redmi Note 10🍁
☘️90Hz Smooth Display 
☘️Storage 128GB
☘️Ram 6GB
☘️Camera 50+8+2+2mp
☘️Battery 5000mah

🍁Digital Multimeter🍁
☘️Brand New Packed
☘️Ac Voltage 
☘️Dc Voltage 
☘️Diode Reading 

🍁New Xiaomi Mix 4 5G🍁
☘️AMOLED, 120Hz, HDR10+
☘️Storage 256GB
☘️Ram 8+8(16)GB
☘️Camera 108+8+13mp 8K
☘️Snapdragon 888+ 
☘️Under Display Fingerprint 
☘️Battery 5000mah

🍁Xiaomi Redmi Note 13🍁
☘️Brand New Packed
☘️AMOLED, 68B colors, 120Hz
☘️Storage 128GB
☘️Ram 6+6(12)GB
☘️Camera 108+8+2mp
☘️Snapdragon Processor 
☘️Under Display Fingerprint 
☘️Battery 5000mah
☘️Exchange Possible

📸For Pictures Dm📸
☎️Real Buyers Call 0924859017",363643177.0
2025-02-02 12:31:18+00:00,,623587653.0
2025-02-02 12:31:07+00:00,🎄 ከ በዐል  መልስ አዲስ ነገር ይዘን መጥተናል !! 3  -  3  -  1  - 1  ባለ 8 ሰው አንደላቆ የሚያስቀምጥ ሶፋ 👌 tk mm furniture,623587653.0
2025-02-02 12:30:54+00:00,"code # AD 7 
  7  መቀመጫ
tkmm furniture 
 👌",623587653.0
2025-02-02 12:28:49+00:00,"🆓ማስታወቂያ በነፃ መልቀቅ ይፈልጋሉ ? 

ያለምንም ክፍያ ምርት እና አገልግሎቶ በሚሊዮኖች እንዲታይ ያድርጉ ፣

🤔 እንዴት ? ካሉ ፣

🔴199 ሰዎችን ብቻ ወደ እዚ ቤተሰብ ይጋብዙ ።

🤔 እንዴት ልጋብዝ ካሉ ደግሞ ፣ የሚከተለውን አጭር YouTube ቪዲዮ ይመልከቱ ፣

👉 https://youtu.be/Hwy3fc8wLCI

🛑 ቪዲዮ ላይ ያለው ግሩፕ ስም ለምሳሌ ነው ፣ መጋበዝ ያለባችሁ Jiji Market ላይ ነው ።

ጋብዘው ካጠናቀቁ በኋላ ህጋዊ ማስታወቂያዎትን በነፃ #ለአንድ_ዓመት ያለገደብ ያስተዋውቃሉ ።

🏃‍♂️ ይፍጠኑ ...

©️ **ደንብ . እና . ግዴታዎች . ተፈፃሚነት . አላቸው**",5996930820.0
2025-02-02 12:24:26+00:00,,6064433574.0
2025-02-02 12:24:26+00:00,"🎈bulb rotating 360° Security camera (የትም ሆነው ስራዎትን ይከታተሉ
📞call:-+251940536015
💸3500 Birr only 
V380 app
💯100% Original bulb 360°
💯ስራ ቦታ ሆነው የልጅዎትን ውሎ መከታተል የሚችሉበት 360 degree security camera
💯Quality cctv camera security camera 
💯እቤት፣ቢሮ፣ሱቅ፣ድርጅት መቆጣጠር የፈለጉትን እንቅስቃሴ በዘምናዊ መለኩ ፈታ ዘና ብለዉ ሚቆጣጠሩበት
💯indoor & outdoor
💯ሚሞሪ ካርድ የሚቀበል 
💯የካሜራውን lens በ ስልክዎ ወደ ፈለጉት አቅጣጫ 360 degree እያዟዟሩ ማየት ይችላሉ 
💯በ ስልኮ data and hotspot መጠቀም የሚችል(በዙም ካርድ ማየፈጀ)
💯በማታ ይቀርፃል በምሽት አጠረቶ እንዲያሳየ አርጎ የተሰራ(night smart vision camera)
💯የትም ሆነው የየደምፅ መልዕክት ማስተላለፍ የሚችል 
💯ድምፅ ይቀዳል (it also records voice)
💯እንቅስቃሴ ባለበት ሰዓት ወደ ስልኮ text ይልካል እንዲሁም ያየውን ነገር በvideo ወደ ስልኮ ይልካል(during activities it send notifications)
💯ሁሌም ዘመናዊነትን የመረጡ
👇 ብዛት ለምትወስዱ አስተያየት አለው!! ክልል ላይ ላላቹ በሰው ማስላክ ትችላላቹ  ከ 2 በላይ ለምገዙ አስተያየት እናደርጋለን 
🎈ለ 3 ቀን ብቻ ሚቆይ ቅናሽ እቃዎች ከሰሞኑን ስለሚጨምሩ ቶሎ እራሶትን ከተጨማሪ ወጪ ያደኑ
3500 birr only
Call us:0940536015
🏍ያሉበት ቦታ አሁኑኑ",6064433574.0
2025-02-02 12:20:14+00:00,"ORIGINAL iPhone & SAMSUNG Mobile  CHARGES
 ➡️ fast charging ORIGINAL & QUALITY Products 
With Guarantee & warranty 
PRICE From 1000 Birr
For more info 
call 0911 13 43 43
Address 
megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel.
    አድራሻ
መገናኛ ከዘፍመሽ ቀጥታ በዋናው  መንገድ ሾላ ገበያ ሳይደርስ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት",680200515.0
2025-02-02 12:10:09+00:00,"**iphone 13 pro max
storage 256
battery 88
face id✅
true tone ✅
icloud free✅
exchange ✅
price 
****0963571010****




iphone 13 pro max
storage 128
battery 86
face id✅
true tone ✅
icloud free✅
exchange ✅
price 75000
****0963571010**",6147944636.0
2025-02-02 11:44:11+00:00,"**Original Smart
         Wirless Keyboard**
                    For 
        **Mobile ipods & Tablet 
         📞 call 0911-13 43 43**     
💰💰l = Price = 2800
Address 
megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel.
    አድራሻ
መገናኛ ከዘፍመሽ ቀጥታ በዋናው  መንገድ ሾላ ገበያ ሳይደርስ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት ።",680200515.0
